啊,a/e4/a1/a2/a3/a4,A
阿,a1/e1/e3/a3/a4/a,A
埃,ai1/zhi4,A
挨,ai1/ai2,A
哎,ai1,A
唉,ai1/ai3/ai4,A
哀,ai1,A
皑,ai2,A
癌,ai2/yan2,A
蔼,ai3,A
矮,ai3,A
艾,ai4/yi4,A
碍,ai4,A
爱,ai4,A
隘,ai4/e4,A
鞍,an1,A
氨,an1,A
安,an1,A
俺,an3/yan4,A
按,an4,A
暗,an4,A
岸,an4,A
胺,an4/e4,A
案,an4,A
肮,ang1/hang2/gang1,A
昂,ang2/yang4,A
盎,ang4,A
凹,ao1/wa1,A
敖,ao2/ao4,A
熬,ao2/ao1,A
翱,ao2,A
袄,ao3,A
傲,ao4/ao2,A
奥,ao4/yu4/you1,A
懊,ao4/yu4,A
澳,ao4/yu4,A
芭,ba1/pa1,B
捌,ba1/bie2,B
扒,ba1/bai4/bie2/pa2,B
叭,ba1/pa1/ba,B
吧,ba/ba1/pa1,B
笆,ba1,B
八,ba1/ba2,B
疤,ba1,B
巴,ba1,B
拔,ba2/bo1/bie2/fa2/bei4,B
跋,ba2/bei4,B
靶,ba3/ba4,B
把,ba3/ba4/pa2,B
耙,ba4/pa2,B
坝,ba4,B
霸,ba4/po4,B
罢,ba4/ba,B
爸,ba4,B
白,bai2/bo2,B
柏,bai3/bo2/bo4,B
百,bai3/bo2/mo4,B
摆,bai3,B
佰,bai3/mo4,B
败,bai4,B
拜,bai4,B
稗,bai4,B
斑,ban1,B
班,ban1,B
搬,ban1/su4,B
扳,ban1/pan1,B
般,ban1/pan2/ban3/bo1,B
颁,ban1,B
板,ban3,B
版,ban3,B
扮,ban4/fen3/fen1/huo3,B
拌,ban4/pan1,B
伴,ban4/pan4,B
瓣,ban4,B
半,ban4/pan4,B
办,ban4,B
绊,ban4,B
邦,bang1,B
帮,bang1,B
梆,bang1,B
榜,bang3/beng1/bang4/pang2/peng2,B
膀,bang3/pang2/pang1/bang4/pang3,B
绑,bang3,B
棒,bang4,B
磅,bang4/pang1/pang2,B
蚌,bang4/pi2/feng1/beng4,B
镑,bang4,B
傍,bang4/pang2/beng1/peng2,B
谤,bang4,B
苞,bao1/pao2/biao1,B
胞,bao1/pao2/pao4,B
包,bao1/pao2/fu2,B
褒,bao1,B
剥,bo1/bao1/pu1,B
薄,bao2/bo2/bu4/bo4,B
雹,bao2,B
保,bao3,B
堡,bao3/bu3/pu4,B
饱,bao3,B
宝,bao3,B
抱,bao4/pao1/pou3,B
报,bao4,B
暴,bao4/pu4/bo2,B
豹,bao4,B
鲍,bao4,B
爆,bao4/bo2,B
杯,bei1,B
碑,bei1,B
悲,bei1,B
卑,bei1/bi3/bi4/pi2/ban1,B
北,bei3/bei4,B
辈,bei4,B
背,bei4/bei1,B
贝,bei4,B
钡,bei4,B
倍,bei4/pei2,B
狈,bei4,B
备,bei4,B
惫,bei4,B
焙,bei4,B
被,bei4/bi4/pi1/pi4,B
奔,ben1/ben4/fen4,B
苯,ben3,B
本,ben3/ben1,B
笨,ben4,B
崩,beng1,B
绷,beng1/beng3/beng4,B
甭,beng2/qi4,B
泵,beng4/pin4/liu2,B
蹦,beng4,B
迸,beng4,B
逼,bi1,B
鼻,bi2,B
比,bi3/bi4/pi2/pi3,B
鄙,bi3,B
笔,bi3,B
彼,bi3,B
碧,bi4,B
蓖,bi4,B
蔽,bi4/bie1/pie1,B
毕,bi4,B
毙,bi4,B
毖,bi4,B
币,bi4/yin4,B
庇,bi4/pi2/pi3,B
痹,bi4,B
闭,bi4,B
敝,bi4,B
弊,bi4,B
必,bi4,B
辟,pi4/bi4/mi3/pi1,P
壁,bi4,B
臂,bi4/bei,B
避,bi4,B
陛,bi4,B
鞭,bian1,B
边,bian1/bian,B
编,bian1,B
贬,bian3,B
扁,bian3/pian1/bian1/pian2,B
便,bian4/pian2/bian1,B
变,bian4,B
卞,bian4/pan2,B
辨,bian4/bian3/ban4/pian4,B
辩,bian4,B
辫,bian4,B
遍,bian4,B
标,biao1,B
彪,biao1,B
膘,biao1/piao3,B
表,biao3,B
鳖,bie1,B
憋,bie1,B
别,bie2/bie4,B
瘪,bie3/bie1,B
彬,bin1/ban1,B
斌,bin1,B
濒,bin1,B
滨,bin1,B
宾,bin1,B
摈,bin4,B
兵,bing1,B
冰,bing1/ning2,B
柄,bing3,B
丙,bing3/bing4,B
秉,bing3,B
饼,bing3,B
炳,bing3,B
病,bing4,B
并,bing4/bing1,B
玻,bo1,B
菠,bo1,B
播,bo1/bo3,B
拨,bo1,B
钵,bo1,B
波,bo1/bei1/bi4,B
博,bo2,B
勃,bo2,B
搏,bo2,B
铂,bo2,B
箔,bo2,B
伯,bo2/mo4/ba4/bai3,B
帛,bo2,B
舶,bo2,B
脖,bo2/bo1,B
膊,bo2/po4/lie4,B
渤,bo2,B
泊,po1/bo2/po4,P
驳,bo2,B
捕,bu3,B
卜,bo/bu3/pu1,B
哺,bu3/bu1/fu3,B
补,bu3,B
埠,bu4,B
不,bu4/fou3/fou1/fu1/bu2,B
布,bu4,B
步,bu4,B
簿,bu4/bo2,B
部,bu4/pou3,B
怖,bu4,B
擦,ca1,C
猜,cai1,C
裁,cai2,C
材,cai2,C
才,cai2/zai1,C
财,cai2,C
睬,cai3,C
踩,cai3/kui2,C
采,cai3/cai4,C
彩,cai3,C
菜,cai4,C
蔡,cai4/sa4/ca1,C
餐,can1/sun1,C
参,can1/cen1/shen1,C
蚕,can2/tian3,C
残,can2,C
惭,can2,C
惨,can3,C
灿,can4,C
苍,cang1,C
舱,cang1,C
仓,cang1,C
沧,cang1,C
藏,cang2/zang4/zang1,C
操,cao1,C
糙,cao1,C
槽,cao2/zao1,C
曹,cao2,C
草,cao3/zao4,C
厕,ce4/si,C
策,ce4,C
侧,ce4/ze4/zhai1,C
册,ce4/zha4,C
测,ce4,C
层,ceng2,C
蹭,ceng4/ceng2,C
插,cha1/zha3,C
茬,cha2/chi2,C
茶,cha2,C
查,cha2/zha1/chai2,C
碴,cha2/cha1,C
搽,cha2,C
察,cha2/cui4,C
岔,cha4,C
差,cha4/cha1/chai1/chai4/ci1/cuo1/jie1,C
诧,cha4,C
拆,chai1/che4/chi4/ca1,C
柴,chai2/ci1/zhai4/zi4,C
豺,chai2,C
搀,chan1,C
掺,can4/chan1/shan3,C
蝉,chan2,C
馋,chan2,C
谗,chan2,C
缠,chan2,C
铲,chan3,C
产,chan3,C
阐,chan3,C
颤,chan4/zhan4,C
昌,chang1/chang4,C
猖,chang1,C
场,chang3/chang2,C
尝,chang2,C
常,chang2,C
长,zhang3/chang2,Z
偿,chang2,C
肠,chang2,C
厂,chang3/han3/yan2/an1,C
敞,chang3/cheng4/zheng4,C
畅,chang4,C
唱,chang4,C
倡,chang4/chang1,C
超,chao1/chao3/chao4/tiao4,C
抄,chao1/suo1/chao4/chao3,C
钞,chao1,C
朝,chao2/zhao1/zhu1,C
嘲,chao2/zhao1,C
潮,chao2,C
巢,chao2/chao4,C
吵,chao3/miao3/chao1/chao4,C
炒,chao3,C
车,che1/ju1,C
扯,che3,C
撤,che4,C
掣,che4,C
彻,che4,C
澈,che4,C
郴,chen1/lan2,C
臣,chen2,C
辰,chen2,C
尘,chen2,C
晨,chen2,C
忱,chen2/dan4,C
沉,chen2,C
陈,chen2,C
趁,chen4/zhen1/chen2/nian3/zhen3,C
衬,chen4,C
撑,cheng1,C
称,cheng1/chen4/cheng4,C
城,cheng2,C
橙,cheng2/deng4/chen2,C
成,cheng2,C
呈,cheng2/kuang2/cheng3,C
乘,cheng2/sheng4,C
程,cheng2,C
惩,cheng2,C
澄,cheng2/deng4,C
诚,cheng2,C
承,cheng2/zheng3/zheng4,C
逞,cheng3/ying2,C
骋,cheng3,C
秤,cheng4/cheng1/ping2,C
吃,chi1/qi1,C
痴,chi1,C
持,chi2,C
匙,shi/chi2,S
池,chi2/tuo2/che4,C
迟,chi2,C
弛,chi2,C
驰,chi2,C
耻,chi3,C
齿,chi3,C
侈,chi3,C
尺,chi3/che3,C
赤,chi4,C
翅,chi4,C
斥,chi4/che4/zhe4,C
炽,chi4,C
充,chong1,C
冲,chong1/chong4,C
虫,chong2/hui3,C
崇,chong2,C
宠,chong3,C
抽,chou1,C
酬,chou2,C
畴,chou2,C
踌,chou2,C
稠,chou2/tiao2/diao4,C
愁,chou2/qiao3/jiu1,C
筹,chou2,C
仇,chou2/qiu2/ju1,C
绸,chou2,C
瞅,chou3,C
丑,chou3,C
臭,chou4/xiu4,C
初,chu1,C
出,chu1,C
橱,chu2,C
厨,chu2,C
躇,chu2/chuo4,C
锄,chu2,C
雏,chu2,C
滁,chu2,C
除,chu2/zhu4/shu1,C
楚,chu3,C
础,chu3,C
储,chu3,C
矗,chu4,C
搐,chu4,C
触,chu4,C
处,chu4/chu3,C
揣,chuai1/chuai3/duo3/zhui1/tuan2/chuai4,C
川,chuan1,C
穿,chuan1/chuan4/yuan1,C
椽,chuan2,C
传,chuan2/zhuan4,C
船,chuan2,C
喘,chuan3,C
串,chuan4/guan4/quan4,C
疮,chuang1,C
窗,chuang1/cong1,C
幢,chuang2/zhuang4,C
床,chuang2,C
闯,chuang3,C
创,chuang4/chuang1,C
吹,chui1/chui4,C
炊,chui1,C
捶,chui2/duo3,C
锤,chui2,C
垂,chui2/zhui4,C
春,chun1/chun3,C
椿,chun1,C
醇,chun2,C
唇,chun2/zhen1/zhen4,C
淳,chun2/zhun1/zhun3,C
纯,chun2,C
蠢,chun3,C
戳,chuo1,C
绰,chuo4/chao1,C
疵,ci1/zi1/zhai4/ji4,C
茨,ci2,C
磁,ci2,C
雌,ci2,C
辞,ci2,C
慈,ci2,C
瓷,ci2,C
词,ci2,C
此,ci3,C
刺,ci4/qi4/ci1,C
赐,ci4,C
次,ci4/zi1/ci2,C
聪,cong1,C
葱,cong1/chuang1,C
囱,cong1/chuang1,C
匆,cong1,C
从,cong2/cong1,C
丛,cong2,C
凑,cou4,C
粗,cu1,C
醋,cu4/zuo4,C
簇,cu4/chuo4/cou4,C
促,cu4/chuo4,C
蹿,cuan1,C
篡,cuan4,C
窜,cuan4,C
摧,cui1/zui4/cuo4,C
崔,cui1,C
催,cui1,C
脆,cui4,C
瘁,cui4,C
粹,cui4/sui4,C
淬,cui4/zu2,C
翠,cui4,C
村,cun1,C
存,cun2,C
寸,cun4/cun3,C
磋,cuo1,C
撮,cuo1/zui4/zuan1/chua1/zuo3,C
搓,cuo1/cuo3/chai1,C
措,cuo4/ze2/ci4,C
挫,cuo4/zuo4,C
错,cuo4,C
搭,da1/ta4,D
达,da2/ti4/ta4,D
答,da2/da1,D
瘩,da/da2,D
打,da3/da2,D
大,da4/dai4/tai4,D
呆,dai1/bao3/ai2,D
歹,dai3/e4/dai1,D
傣,dai3,D
戴,dai4,D
带,dai4,D
殆,dai4,D
代,dai4,D
贷,dai4,D
袋,dai4,D
待,dai4/dai1,D
逮,dai3/dai4/di4,D
怠,dai4/yi2,D
耽,dan1,D
担,dan1/dan3/jie1/dan4,D
丹,dan1,D
单,dan1/chan2/shan4,D
郸,dan1,D
掸,dan3/shan4,D
胆,dan3/tan2/tan3/da2,D
旦,dan4,D
氮,dan4,D
但,dan4/tan3/yan4,D
惮,dan4,D
淡,dan4/yan4/tan2,D
诞,dan4,D
弹,dan4/tan2,D
蛋,dan4,D
当,dang1/dang4,D
挡,dang3/dang4,D
党,dang3,D
荡,dang4,D
档,dang4,D
刀,dao1/diao1,D
捣,dao3,D
蹈,dao3,D
倒,dao4/dao3,D
岛,dao3,D
祷,dao3,D
导,dao3,D
到,dao4,D
稻,dao4,D
悼,dao4,D
道,dao4/dao3,D
盗,dao4,D
德,de2,D
得,de2/dei3/de,D
的,de/di4/di2,D
蹬,deng1/deng4,D
灯,deng1/ding1,D
登,deng1/de2,D
等,deng3,D
瞪,deng4,D
凳,deng4,D
邓,deng4/shan1,D
堤,di1/ti2/di3/shi2/wei2,D
低,di1,D
滴,di1,D
迪,di2,D
敌,di2/hua2,D
笛,di2,D
狄,di2/ti4,D
涤,di2,D
翟,di2/zhai2,D
嫡,di2,D
抵,di3/zhi3/qi2,D
底,di3/de,D
地,de/di4,D
蒂,di4,D
第,di4,D
帝,di4,D
弟,di4/ti4/tui2,D
递,di4,D
缔,di4,D
颠,dian1,D
掂,dian1,D
滇,dian1/tian2/zhen1,D
碘,dian3,D
点,dian3,D
典,dian3/tian3,D
靛,dian4,D
垫,dian4,D
电,dian4,D
佃,dian4/tian2,D
甸,dian1/dian4/tian2/sheng4/ying4,D
店,dian4,D
惦,dian4,D
奠,dian4/ting2/ding4/zheng4/zun1,D
淀,dian4,D
殿,dian4,D
碉,diao1,D
叼,diao1,D
雕,diao1,D
凋,diao1,D
刁,diao1,D
掉,diao4/nuo2,D
吊,diao4,D
钓,diao4,D
调,diao4/tiao2,D
跌,die1/die2/tu2,D
爹,die1,D
碟,die2/she2,D
蝶,die2/tie1,D
迭,die2/yi4/da2,D
谍,die2,D
叠,die2,D
丁,ding1/zheng1,D
盯,ding1/cheng2,D
叮,ding1,D
钉,ding1/ding4,D
顶,ding3,D
鼎,ding3/zhen1,D
锭,ding4,D
定,ding4,D
订,ding4,D
丢,diu1,D
东,dong1,D
冬,dong1,D
董,dong3/zhong3,D
懂,dong3,D
动,dong4,D
栋,dong4,D
侗,dong4/tong1/tong2/tong3,D
恫,dong4/tong1,D
冻,dong4,D
洞,dong4/tong2,D
兜,dou1,D
抖,dou3,D
斗,dou4/dou3/zhu3,D
陡,dou3,D
豆,dou4,D
逗,dou4/zhu4/tou2/qi2,D
痘,dou4,D
都,dou1/du1,D
督,du1,D
毒,du2/dai4,D
犊,du2,D
独,du2,D
读,du2/dou4,D
堵,du3/zhe3/du1,D
睹,du3,D
赌,du3,D
杜,du4/du3/tu2,D
镀,du4,D
肚,du4/du3,D
度,du4/duo2/zhai2,D
渡,du4,D
妒,du4,D
端,duan1,D
短,duan3,D
锻,duan4,D
段,duan4,D
断,duan4,D
缎,duan4,D
堆,dui1/zui1,D
兑,dui4/rui4/duo2,D
队,dui4,D
对,dui4,D
墩,dun1,D
吨,dun1/tun2/tun3,D
蹲,dun1/zun2/cun2/zun1/cun3/cuan2/qun3,D
敦,dun1/dui1/tuan2/diao1/dun4/dao4/zhun3/tun1/dui4/tun2,D
顿,dun4/du2,D
囤,dun4/tun2,D
钝,dun4,D
盾,dun4/shun3/yun3,D
遁,dun4/qun1/xun2,D
掇,duo1/duo2/zhuo1,D
哆,duo1/chi3/zha4/chi4/duo4/die3,D
多,duo1,D
夺,duo2,D
垛,duo3/duo4,D
躲,duo3,D
朵,duo3,D
跺,duo4,D
舵,duo4,D
剁,duo4,D
惰,duo4/tuo2,D
堕,duo4/hui1,D
蛾,e2/yi3,E
峨,e2,E
鹅,e2,E
俄,e2,E
额,e2,E
讹,e2,E
娥,e2,E
恶,e4/e3/wu1/wu4,E
厄,e4/e3,E
扼,e4,E
遏,e4,E
鄂,e4,E
饿,e4,E
恩,en1,E
而,er2/neng2,E
儿,er2/ren2,E
耳,er3/reng2,E
尔,er3,E
饵,er3,E
洱,er3,E
二,er4,E
贰,er4,E
发,fa1/fa4,F
罚,fa2,F
筏,fa2,F
伐,fa2,F
乏,fa2,F
阀,fa2,F
法,fa3,F
珐,fa4,F
藩,fan1/fan2,F
帆,fan1/fan2/fan4,F
番,fan1/fan2/bo1/po2/pan1/pan2/pan4/pi2,F
翻,fan1,F
樊,fan2/fan4,F
矾,fan2,F
钒,fan2,F
繁,fan2/pan2/po2,F
凡,fan2,F
烦,fan2,F
反,fan3/fan4,F
返,fan3,F
范,fan4,F
贩,fan4,F
犯,fan4,F
饭,fan4,F
泛,fan4/feng3/fa2,F
坊,fang1/fang2,F
芳,fang1,F
方,fang1/fang2/fang3/pang2/wang3/feng1,F
肪,fang2,F
房,fang2/pang2,F
防,fang2,F
妨,fang2/fang1,F
仿,fang3/pang2,F
访,fang3,F
纺,fang3,F
放,fang4/fang3/fang1,F
菲,fei1/fei3/fei4,F
非,fei1/fei3,F
啡,fei1/pei4/pai2/pei1/bai4,F
飞,fei1,F
肥,fei2/bi3,F
匪,fei3/fei1/fen1,F
诽,fei3,F
吠,fei4,F
肺,fei4/pei4,F
废,fei4,F
沸,fei4/fu2,F
费,fei4,F
芬,fen1,F
酚,fen1,F
吩,fen1/pen4,F
氛,fen1,F
分,fen1/fen4/fen2/ban4,F
纷,fen1,F
坟,fen2,F
焚,fen2/fen4,F
汾,fen2/pen2/fen1,F
粉,fen3,F
奋,fen4/kang3,F
份,fen4/bin1,F
忿,fen4,F
愤,fen4,F
粪,fen4,F
丰,feng1,F
封,feng1/bian3,F
枫,feng1,F
蜂,feng1,F
峰,feng1,F
锋,feng1,F
风,feng1,F
疯,feng1,F
烽,feng1,F
逢,feng2/peng2/pang2,F
冯,feng2/ping2,F
缝,feng4/feng2,F
讽,feng4/feng3,F
奉,feng4,F
凤,feng4,F
佛,fu2/bo2/bi4/fo2,F
否,fou3/pi3,F
夫,fu1/fu2,F
敷,fu1,F
肤,fu1,F
孵,fu1,F
扶,fu2/pu2,F
拂,fu2/bi4/pi4/fei4,F
辐,fu2,F
幅,fu2/bi1,F
氟,fu2,F
符,fu2,F
伏,fu2/fu4,F
俘,fu2,F
服,fu2/fu4/bi4/bo2,F
浮,fu2,F
涪,fu2/pou2,F
福,fu2/fu4,F
袱,fu2,F
弗,fu2,F
甫,fu3/fu1/pu3,F
抚,fu3,F
辅,fu3,F
俯,fu3,F
釜,fu3,F
斧,fu3,F
脯,pu2/fu3,P
腑,fu3,F
府,fu3,F
腐,fu3,F
赴,fu4,F
副,fu4/pi4,F
覆,fu4,F
赋,fu4,F
复,fu4,F
傅,fu4/fu1,F
付,fu4,F
阜,fu4,F
父,fu4/fu3,F
腹,fu4,F
负,fu4,F
富,fu4,F
讣,fu4,F
附,fu4/bu4/fu1,F
妇,fu4,F
缚,fu4,F
咐,fu4/fu2,F
噶,ga2/ge2,G
嘎,ga1/ga2/ga3,G
该,gai1,G
改,gai3,G
概,gai4/gui4/jie2,G
钙,gai4,G
盖,gai4/ge3,G
溉,gai4/xie4,G
干,gan4/gan1/an4,G
甘,gan1/han1,G
杆,gan1/gan4/gan3,G
柑,gan1/qian2,G
竿,gan1/gan4/gan3,G
肝,gan1,G
赶,gan3/qian2,G
感,gan3/han4,G
秆,gan3,G
敢,gan3,G
赣,gan4,G
冈,gang1,G
刚,gang1,G
钢,gang1/gang4,G
缸,gang1,G
肛,gang1,G
纲,gang1,G
岗,gang3/gang1,G
港,gang3/hong4,G
杠,gang1/gong1/gang4,G
篙,gao1,G
皋,gao1/hao2/gu1,G
高,gao1/gao4,G
膏,gao1/gao4,G
羔,gao1,G
糕,gao1,G
搞,gao3/qiao1/kao4,G
镐,gao3/hao4,G
稿,gao3,G
告,gao4/ju1/gu4,G
哥,ge1,G
歌,ge1,G
搁,ge1/ge2,G
戈,ge1,G
鸽,ge1,G
胳,ge1/ge2/ga1,G
疙,ge1/yi4,G
割,ge1,G
革,ge2/ji2,G
葛,ge2/ge3,G
格,ge2/luo4/he4/ge1,G
蛤,ha2/ge2/ha1/e2,H
阁,ge2,G
隔,ge2/rong3/ji1,G
铬,ge4,G
个,ge4/gan4/ge3,G
各,ge4/ge3,G
给,gei3/ji3,G
根,gen1,G
跟,gen1,G
耕,geng1,G
更,geng4/geng1,G
庚,geng1,G
羹,geng1/lang2,G
埂,geng3,G
耿,geng3,G
梗,geng3,G
工,gong1,G
攻,gong1,G
功,gong1,G
恭,gong1,G
龚,gong1,G
供,gong1/gong4,G
躬,gong1,G
公,gong1,G
宫,gong1,G
弓,gong1,G
巩,gong3,G
汞,gong3,G
拱,gong3/ju4,G
贡,gong4,G
共,gong4/gong1/gong3/hong2,G
钩,gou1,G
勾,gou1/gou4,G
沟,gou1,G
苟,gou3/gou1,G
狗,gou3,G
垢,gou4,G
构,gou4,G
购,gou4,G
够,gou4,G
辜,gu1,G
菇,gu1,G
咕,gu1/gu,G
箍,gu1,G
估,gu1/gu4,G
沽,gu1/gu3,G
孤,gu1,G
姑,gu1,G
鼓,gu3,G
古,gu3/gu4/ku1,G
蛊,gu3,G
骨,gu3/gu2/gu1,G
谷,gu3/lu4/yu4,G
股,gu3,G
故,gu4,G
顾,gu4,G
固,gu4,G
雇,gu4/hu4,G
刮,gua1,G
瓜,gua1,G
剐,gua3,G
寡,gua3,G
挂,gua4,G
褂,gua4,G
乖,guai1,G
拐,guai3,G
怪,guai4,G
棺,guan1/guan4,G
关,guan1,G
官,guan1,G
冠,guan1/guan4,G
观,guan1/guan4,G
管,guan3,G
馆,guan3,G
罐,guan4,G
惯,guan4,G
灌,guan4/huan4,G
贯,guan4,G
光,guang1/guang4,G
广,guang3/yan3/an1,G
